0,1,2,3,4,5,6,7,8,9
8.675986289978027,8.491848945617676,8.592456817626951,8.637003898620605,8.382370948791504,8.76771354675293,8.66899585723877,8.57917594909668,8.691650390625,8.572898864746094
7.530216693878174,7.210853099822997,7.700366973876952,7.276806354522705,7.881790637969972,6.83275032043457,7.365949630737305,7.414685249328612,7.439380168914795,7.377476692199707
7.75177001953125,8.221116065979004,7.7512245178222665,7.865376949310303,7.8110923767089835,7.858582496643066,7.875300884246826,7.677901744842528,8.095315933227539,7.975823402404785
4.867431163787842,5.1014580726623535,4.72561502456665,4.857078075408936,5.0171852111816415,4.750555038452148,4.797194957733153,4.77934455871582,5.01967716217041,4.972111225128174
11.468375205993652,11.330934524536133,11.695128440856935,11.439255714416506,11.38106632232666,11.835801124572756,11.45556354522705,11.422162055969238,11.385968208312988,11.347015380859375
1.9185744524002075,1.80487072467804,1.9156832695007324,1.9740163087844849,1.927024245262146,1.965825319290161,1.9171422719955444,2.156577110290528,2.0735933780670166,1.9927829504013064
4.266234397888184,4.642789363861084,4.592452049255371,4.551749706268311,4.2988500595092765,4.475225925445557,4.445536613464356,4.574792385101318,4.697305202484131,4.5794196128845215
6.597634792327881,7.050535678863525,6.626192092895508,6.863316059112549,7.063319683074951,6.670614242553711,6.747298717498778,6.602523326873778,7.010444164276122,6.92427921295166
2.72391676902771,2.900618076324463,2.653531074523926,2.532051086425781,2.4670302867889404,2.681101083755493,2.626739740371704,2.686365842819214,2.6129324436187744,2.711806058883667
3.1664206981658936,3.0672378540039062,3.0884358882904053,3.0327842235565186,3.178895711898804,3.190559864044189,3.2257392406463623,3.204989194869995,3.175120115280152,3.035407304763794
5.065303325653076,4.950146198272705,5.039857387542725,5.037149906158447,4.765203952789307,4.9612250328063965,4.961105346679688,4.978100299835205,5.20012092590332,4.791097164154053
3.221186399459839,3.153822183609009,2.9991989135742188,2.975263357162476,3.1754090785980225,3.2141144275665283,3.097087860107422,3.1357812881469727,3.283085823059082,3.38747787475586
2.9717857837677,3.0021784305572514,2.878474473953247,2.92439603805542,3.036998748779297,3.0373740196228027,2.9525647163391118,2.8384685516357417,2.910839080810547,3.0037472248077397
9.17621612548828,9.29747486114502,9.29782485961914,9.161338806152344,8.980746269226074,9.415973663330078,9.291680335998537,9.199095726013184,9.233146667480467,9.324769973754883
8.388252258300781,8.281064033508299,8.562832832336426,8.475851058959961,8.447568893432617,8.406953811645508,8.570162773132324,8.497281074523926,8.414122581481934,8.465264320373535
1.9024251699447632,1.8287702798843384,1.8695447444915767,1.8693264722824097,2.112637758255005,1.825146436691284,1.6766855716705322,1.701467990875244,1.9716521501541135,1.6826685667037964
5.061049938201903,5.061717987060547,4.96376895904541,4.749289989471436,4.734961986541748,4.906735420227051,4.992267608642578,5.142887592315674,5.0412020683288565,4.934502601623535
9.4445219039917,9.139596939086914,9.427088737487793,9.387696266174316,9.509765625,9.277562141418457,9.19440460205078,9.302550315856934,9.306634902954102,9.414019584655762
7.9478111267089835,7.996058940887451,8.033308029174805,8.232357978820799,7.917235374450684,7.817178249359131,8.074729919433594,8.024467468261719,7.955076217651367,7.852560520172119
7.621730327606201,7.8598384857177725,7.556236267089844,7.431551456451416,7.668747901916504,7.565329074859619,7.552289485931396,7.322896957397461,7.60884952545166,7.244424819946289
6.424502849578857,6.225941181182861,6.427233695983888,6.2320003509521475,6.5019164085388175,6.546872615814209,6.314154624938965,6.508048057556152,6.5308594703674325,6.4911298751831055
6.313535690307617,6.39914083480835,6.402157783508301,6.106795787811278,6.405119895935059,6.256632328033447,6.666592121124268,6.202324390411378,6.591745376586914,6.347655296325684
4.670908451080322,4.754305839538574,4.535277366638184,4.713948249816895,4.589970588684082,4.320000171661377,4.639059543609619,4.709726810455322,4.636557579040527,4.455182552337647
3.4087884426116943,3.2885231971740723,3.4377827644348145,3.3642477989196777,3.413635730743408,3.333271026611328,3.3337917327880864,3.309262990951538,3.5381989479064937,3.4829061031341557
8.441276550292969,8.385134696960451,8.288047790527344,8.248884201049805,8.304506301879883,8.079809188842772,8.31651782989502,8.113528251647951,8.534627914428711,8.432459831237793
7.090516090393066,7.209206581115723,7.172240257263184,6.880776405334473,7.024456024169923,7.066098690032959,7.248700618743896,6.91630220413208,7.300578117370605,7.130824565887451
4.967295169830322,4.664993762969972,4.974554538726807,4.958156108856201,4.865096092224121,4.917802810668945,4.966751575469972,4.919791221618652,4.961009979248047,4.8974647521972665
7.2623863220214835,7.332506656646728,7.380087852478027,7.154197692871094,7.265279293060303,7.192446708679199,7.216005325317383,7.4353718757629395,7.110011100769043,6.96994686126709
3.3473165035247803,3.3909666538238525,3.390486240386963,3.339989423751831,3.4590990543365483,3.3013925552368164,3.4024975299835205,3.3739380836486816,3.375510931015014,3.4386522769927983
3.898004293441773,4.063361644744873,3.722722291946411,3.7739353179931636,3.79714035987854,3.9165630340576167,3.902891397476196,3.9177129268646236,4.1409220695495605,4.117403984069823
